et%1:06:00:: , correct is target%1:09:00::
correct wsd for target.n.bnc.1447 target%1:10:00::
correct 6 | total 102
correct wsd for bond.n.bnc.366 bond%1:21:02::
correct 1093 | total 8308
incorrect wsd for bond.n.Finance.6680 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.21 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.bnc.373 bond%1:21:02::
correct 1094 | total 8311
incorrect wsd for bond.n.Finance.7275 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.22 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.376 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.7476 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.23 | found bail%1:21:00:: , correct is bond%1:21:03::
correct wsd for bond.n.bnc.394 bond%1:21:02::
correct 1095 | total 8317
incorrect wsd for bond.n.Finance.8427 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.24 | found shackle%1:06:00:: , correct is bond%1:24:00::
correct wsd for bond.n.bnc.403 bond%1:21:02::
correct 1096 | total 8320
incorrect wsd for bond.n.Finance.8725 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.25 | found bond%1:21:02:: , correct is bond%1:24:00::
incorrect wsd for bond.n.bnc.411 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.8879 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.26 | found bond%1:21:02:: , correct is bond%1:24:00::
incorrect wsd for bond.n.bnc.412 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.9197 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.28 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.428 | found bail%1:21:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.9340 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.29 not found in gold standard clean dataset
incorrect wsd for bond.n.Finance.9853 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.30 | found not found , correct is bond%1:21:02::
linkup key bond.n.bnc.486 not found in gold standard clean dataset
incorrect wsd for bond.n.Finance.9947 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.31 | found bail%1:21:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.506 | found bail%1:21:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.10108 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.32 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.526 | found adhesiveness%1:07:00:: , correct is bond%1:07:00::
incorrect wsd for bond.n.Finance.10296 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.Sports.33 bond%1:21:02::
correct 1097 | total 8340
incorrect wsd for bond.n.bnc.535 | found bond%2:35:01:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.10867 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.34 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.bnc.538 bond%1:21:02::
correct 1098 | total 8344
incorrect wsd for bond.n.Finance.11287 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.35 | found shackle%1:06:00:: , correct is bond%1:21:02::
correct wsd for bond.n.bnc.561 bond%1:21:02::
correct 1099 | total 8347
incorrect wsd for bond.n.Finance.11804 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.Sports.36 bond%1:21:02::
correct 1100 | total 8349
correct wsd for bond.n.bnc.570 bond%1:21:02::
correct 1101 | total 8350
correct wsd for bond.n.Finance.11870 bond%1:21:02::
correct 1102 | total 8351
incorrect wsd for bond.n.Sports.37 | found not found , correct is bond%1:21:03::
incorrect wsd for bond.n.bnc.575 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.11893 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.38 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.602 | found adhesiveness%1:07:00:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.12047 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.39 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.604 | found adhesiveness%1:07:00:: , correct is bond%1:19:00::
correct wsd for bond.n.Finance.12136 bond%1:21:02::
correct 1103 | total 8358
incorrect wsd for bond.n.Sports.40 | found shackle%1:06:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.bnc.605 | found adhesiveness%1:07:00:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.12213 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.41 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.606 | found adhesiveness%1:07:00:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.13911 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.42 | found bail%1:21:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.611 | found alliance%1:24:00:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.14132 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.43 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.630 | found bail%1:21:00:: , correct is bond%1:24:00::
correct wsd for bond.n.Finance.15779 bond%1:21:02::
correct 1104 | total 8370
incorrect wsd for bond.n.Sports.44 | found bail%1:21:00:: , correct is bond%1:21:03::
incorrect wsd for bond.n.bnc.633 | found shackle%1:06:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.16170 | found shackle%1:06:00:: , correct is bond%1:21:02::
linkup key bond.n.Sports.45 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.645 | found bail%1:21:00:: , correct is bond%1:24:00::
linkup key bond.n.Sports.46 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.647 | found shackle%1:06:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.17460 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.47 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.675 | found shackle%1:06:00:: , correct is bond%1:24:00::
correct wsd for bond.n.Finance.17597 bond%1:21:02::
correct 1105 | total 8379
linkup key bond.n.Sports.48 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.708 | found adhesiveness%1:07:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.17934 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.49 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.711 | found bail%1:21:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.18832 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.50 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.731 | found bail%1:21:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.18973 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.51 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.750 | found bail%1:21:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.19011 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.Sports.52 bond%1:21:02::
correct 1106 | total 8391
incorrect wsd for bond.n.bnc.754 | found alliance%1:24:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.19387 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.Sports.53 bond%1:21:02::
correct 1107 | total 8394
incorrect wsd for bond.n.bnc.760 | found adhesiveness%1:07:00:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.20115 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.Sports.54 bond%1:21:02::
correct 1108 | total 8397
incorrect wsd for bond.n.bnc.804 | found bond%2:35:01:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.20847 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.55 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.811 | found bail%1:21:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.21199 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.56 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.817 | found shackle%1:06:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.21445 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.57 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.827 | found shackle%1:06:00:: , correct is bond%1:24:00::
correct wsd for bond.n.Finance.22694 bond%1:21:02::
correct 1109 | total 8405
linkup key bond.n.Sports.58 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.860 | found shackle%1:06:00:: , correct is bond%1:24:00::
correct wsd for bond.n.Finance.23092 bond%1:21:02::
correct 1110 | total 8407
linkup key bond.n.Sports.59 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.861 | found bond%2:35:01:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.23136 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.60 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.863 | found bail%1:21:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.23285 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.61 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.873 | found alliance%1:24:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.23509 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.62 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.879 | found shackle%1:06:00:: , correct is bond%1:24:00::
correct wsd for bond.n.Finance.24275 bond%1:21:02::
correct 1111 | total 8415
linkup key bond.n.Sports.63 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.905 | found shackle%1:06:00:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.24801 | found bail%1:21:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.64 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.921 | found adhesiveness%1:07:00:: , correct is bond%1:06:01::
incorrect wsd for bond.n.Finance.24876 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.65 | found not found , correct is bond%1:21:02::
linkup key bond.n.bnc.930 not found in gold standard clean dataset
incorrect wsd for bond.n.Finance.25328 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.66 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.987 | found adhesiveness%1:07:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.25468 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.67 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.1034 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.25761 | found bail%1:21:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.68 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.bnc.1066 bond%1:21:02::
correct 1112 | total 8430
incorrect wsd for bond.n.Finance.26197 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.69 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.1076 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.26363 | found bail%1:21:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.70 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.bnc.1091 bond%1:21:02::
correct 1113 | total 8436
correct wsd for bond.n.Finance.26890 bond%1:21:02::
correct 1114 | total 8437
linkup key bond.n.Sports.71 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.1099 | found shackle%1:06:00:: , correct is bond%1:21:02::
correct wsd for bond.n.Finance.28954 bond%1:21:02::
correct 1115 | total 8439
linkup key bond.n.Sports.72 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.1108 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.29143 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.Sports.74 bond%1:21:02::
correct 1116 | total 8442
correct wsd for bond.n.bnc.1122 bond%1:21:02::
correct 1117 | total 8443
incorrect wsd for bond.n.Finance.29524 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.75 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.1125 | found adhesiveness%1:07:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.29629 | found shackle%1:06:00:: , correct is bond%1:21:02::
linkup key bond.n.Sports.76 not found in gold standard clean dataset
correct wsd for bond.n.bnc.1128 bond%1:21:02::
correct 1118 | total 8448
incorrect wsd for bond.n.Finance.31781 | found bail%1:21:00:: , correct is bond%1:21:02::
linkup key bond.n.Sports.77 not found in gold standard clean dataset
correct wsd for bond.n.bnc.1151 bond%1:21:02::
correct 1119 | total 8450
incorrect wsd for bond.n.Finance.31866 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.78 not found in gold standard clean dataset
correct wsd for bond.n.bnc.1157 bond%1:21:02::
correct 1120 | total 8452
incorrect wsd for bond.n.Finance.31871 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.79 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.1177 | found shackle%1:06:00:: , correct is bond%1:21:02::
correct wsd for bond.n.Finance.32017 bond%1:21:02::
correct 1121 | total 8455
incorrect wsd for bond.n.Sports.80 | found bond%2:35:01:: , correct is bond%1:24:00::
incorrect wsd for bond.n.bnc.1178 | found bail%1:21:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.32086 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.81 | found bond%2:35:01:: , correct is bond%1:24:00::
correct wsd for bond.n.bnc.1188 bond%1:21:02::
correct 1122 | total 8460
incorrect wsd for bond.n.Finance.32160 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.Sports.82 bond%1:21:02::
correct 1123 | total 8462
correct wsd for bond.n.bnc.1192 bond%1:21:02::
correct 1124 | total 8463
incorrect wsd for bond.n.Finance.32620 | found bond%2:40:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.83 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.bnc.1207 bond%1:21:02::
correct 1125 | total 8466
incorrect wsd for bond.n.Finance.32876 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.85 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.1218 | found alliance%1:24:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.33952 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.86 | found bail%1:21:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.1226 | found adhesiveness%1:07:00:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.34281 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.87 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.1235 | found adhesiveness%1:07:00:: , correct is bond%1:19:00::
correct wsd for bond.n.Finance.34456 bond%1:21:02::
correct 1126 | total 8476
linkup key bond.n.Sports.88 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.1260 | found bond%1:21:02:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.34470 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.89 | found not found , correct is unlisted-sense
incorrect wsd for bond.n.bnc.1261 | found chemical_bond%1:19:00:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.36654 | found adhesiveness%1:07:00:: , correct is bond%1:21:02::
linkup key bond.n.Sports.90 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.1272 | found shackle%1:06:00:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.37649 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.91 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.1274 | found alliance%1:24:00:: , correct is bond%1:19:00::
incorrect wsd for bond.n.Finance.37731 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.92 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.38107 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.93 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.1292 | found bail%1:21:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.38765 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.95 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.1297 | found attachment%1:06:01:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.39272 | found not found , correct is bond%1:21:02::
linkup key bond.n.Sports.96 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.1300 | found alliance%1:24:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.40024 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.98 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.1305 | found bond%2:35:01:: , correct is bond%1:19:00::
correct wsd for bond.n.Finance.40188 bond%1:21:02::
correct 1127 | total 8498
linkup key bond.n.Sports.99 not found in gold standard clean dataset
incorrect wsd for bond.n.bnc.1310 | found shackle%1:06:00:: , correct is bond%1:24:00::
incorrect wsd for bond.n.Finance.41039 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.Sports.100 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.bnc.1323 bond%1:21:02::
correct 1128 | total 8502
incorrect wsd for bond.n.Finance.41192 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.bnc.1324 bond%1:21:02::
correct 1129 | total 8504
correct wsd for bond.n.Finance.41489 bond%1:21:02::
correct 1130 | total 8505
correct wsd for bond.n.bnc.1336 bond%1:21:02::
correct 1131 | total 8506
incorrect wsd for bond.n.Finance.42705 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.1340 | found shackle%1:06:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.42779 | found not found , correct is bond%1:21:02::
incorrect wsd for bond.n.bnc.1354 | found bail%1:21:00:: , correct is bond%1:21:02::
incorrect wsd for bond.n.Finance.42883 | found not found , correct is bond%1:21:02::
correct wsd for bond.n.bnc.1362 bond%1:21:02::
correct 1132 | total 8512
incorrect wsd for bond.n.Finance.44870 | found not found , correct is bond%1:21:02::
incorrect wsd for fan.n.bnc.1 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.1 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.19 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.2 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.10 | found fan%2:35:01:: , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.24 | found fan%2:30:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Finance.3 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.95 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.33 | found fan%1:06:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Finance.4 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.141 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.50 | found fan%2:30:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Finance.5 | found fan%2:30:00:: , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.207 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.57 | found fan%2:30:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Finance.6 | found fan%2:30:00:: , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.274 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.61 | found fan%2:30:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Finance.7 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.316 | found not found , correct is fan%1:18:01::
linkup key fan.n.bnc.68 not found in gold standard clean dataset
linkup key fan.n.Finance.8 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.333 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.77 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.9 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.345 | found fan%2:30:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.84 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.10 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.387 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.88 | found fan%2:35:01:: , correct is fan%1:18:01::
linkup key fan.n.Finance.11 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.438 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.122 | found fan%1:06:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.12 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.463 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.146 | found fan%2:30:00:: , correct is fan%1:06:00::
linkup key fan.n.Finance.13 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.471 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.147 fan%1:06:00::
correct 1133 | total 8545
linkup key fan.n.Finance.14 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.501 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.191 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.15 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.532 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.221 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.16 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.573 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.222 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.17 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.622 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.226 | found sports_fan%1:18:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.18 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.679 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.229 | found fan%2:30:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.19 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.680 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.230 | found fan%2:30:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.20 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.701 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.244 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.21 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.703 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.248 | found fan%1:06:00:: , correct is unlisted-sense
incorrect wsd for fan.n.Finance.22 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.720 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.251 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.23 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.735 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.268 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.25 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.830 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.276 | found not found , correct is unlisted-sense
linkup key fan.n.Finance.26 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.855 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.299 fan%1:06:00::
correct 1134 | total 8574
linkup key fan.n.Finance.27 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.868 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.bnc.300 | found fan%2:30:00:: , correct is fan%1:06:00::
incorrect wsd for fan.n.Finance.28 | found not found , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.880 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.301 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.29 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.902 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.305 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.30 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.922 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.312 fan%1:06:00::
correct 1135 | total 8584
linkup key fan.n.Finance.31 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.925 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.322 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.32 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.935 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.346 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.33 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.936 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.371 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.34 | found sports_fan%1:18:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.946 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.378 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.35 | found sports_fan%1:18:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.995 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.392 | found fan%2:30:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.37 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1026 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.409 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.38 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1076 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.bnc.439 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.39 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.1079 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.444 | found fan%2:30:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.40 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1151 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.445 | found fan%2:30:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Finance.41 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.1175 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.457 | found fan%1:06:00:: , correct is unlisted-sense
incorrect wsd for fan.n.Finance.42 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.1225 | found not found , correct is fan%1:18:01::
